AcctFundCode,AcctFundDescr,AcctResourceCode,AcctResourceDescr,AcctLocationCode,AcctLocationDescr,AcctObjectCode,AcctObjectDescr,AcctFunctionCode,AcctFunctionDescr,Budget,Spent,Encumbered,Balance
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,1119,Teacher On Spec Assin School,1000,Instruction,-22874.74,10198.88,0,-33073.62
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,1120,Teachers Salaries Stipends,1000,Instruction,18349,18680.22,0,-331.22
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,1150,Teachers Substitutes,1000,Instruction,7416,7415.97,0,0.03
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,1305,"Supv, Admin, Instr Coaches Sal",2710,"Sch Admin,principals",113938.93,113938.93,0,0
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,2205,Classsuppt Salaries,2490,Other Instructional Resources,-16271.14,335.63,0,-16606.77
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,2405,Clerical Salaries,2700,Schl Administration,-20827.11,3662.36,0,-24489.47
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3101,STRS Certificated,1000,Instruction,43949.61,39842.64,0,4106.97
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3101,STRS Certificated,2710,"Sch Admin,principals",18403.12,18403.12,0,0
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3201,PERS Certificated,1000,Instruction,4363,1849.82,0,2513.18
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3202,PERS Classified,2490,Other Instructional Resources,5878.87,60.62,0,5818.25
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3202,PERS Classified,2700,Schl Administration,5268.51,630.56,0,4637.95
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3301,Social Security Certificated,1000,Instruction,1507.5,630.48,0,877.02
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3302,Social Security Classified,2490,Other Instructional Resources,453.84,0,0,453.84
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3302,Social Security Classified,2700,Schl Administration,1819.18,227.08,0,1592.1
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3321,Medicare Certificated,1000,Instruction,4111.44,3682.57,0,428.87
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3321,Medicare Certificated,2710,"Sch Admin,principals",1587,1586.93,0,0.07
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3322,Medicare Classified,2490,Other Instructional Resources,473,4.87,0,468.13
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3322,Medicare Classified,2700,Schl Administration,426,53.11,0,372.89
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3401,Health & Welfare Certificated,1000,Instruction,14629.95,35303.46,0,-20673.51
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3401,Health & Welfare Certificated,2710,"Sch Admin,principals",22094,22093.56,0,0.44
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3402,Health & Welfare Classified,2490,Other Instructional Resources,-20549.28,0,0,-20549.28
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3402,Health & Welfare Classified,2700,Schl Administration,-20022.15,920.56,0,-20942.71
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3501,St Unemploy Ins Certificated,1000,Instruction,145.35,127.36,0,17.99
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3501,St Unemploy Ins Certificated,2710,"Sch Admin,principals",57,56.95,0,0.05
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3502,St Unemploy Ins Classified,2490,Other Instructional Resources,16.53,0.18,0,16.35
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3502,St Unemploy Ins Classified,2700,Schl Administration,15,1.83,0,13.17
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3601,Workers Comp Certificated,1000,Instruction,17062.39,15295.87,0,1766.52
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3601,Workers Comp Certificated,2710,"Sch Admin,principals",6836.55,6836.55,0,0
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3602,Workers Comp Classified,2490,Other Instructional Resources,1953,20.14,0,1932.86
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3602,Workers Comp Classified,2700,Schl Administration,1761,219.76,0,1541.24
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3901,Other Benefits Certificated,1000,Instruction,511.71,446.03,0,65.68
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3901,Other Benefits Certificated,2710,"Sch Admin,principals",199,198.19,0,0.81
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3902,Other Benefits Classified,2490,Other Instructional Resources,88,0.49,0,87.51
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,3902,Other Benefits Classified,2700,Schl Administration,60,6.69,0,53.31
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,4310,School Office Supplies,1000,Instruction,1193,0,0,1193
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,5515,Disposal Services,8213,Utilities,5041,5846.99,0,-805.99
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,5517,Recycling,8213,Utilities,532,927.79,0,-395.79
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,5520,Gas-heating-electricity,8213,Utilities,27848,22749.35,0,5098.65
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,5555,Water/sewage,8213,Utilities,9559,9732.06,0,-173.06
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,5703,Intprgm-centrl Paid Counselors,1000,Instruction,310389,310389,0,0
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,5716,Interpgm - Duplication Service,1000,Instruction,2000,2000,0,0
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,5721,Interprogram - Custodial,8212,Custodians,109778,109778,0,0
10,General Fund,0,General Purpose-unrestricted,330,Independent Study 9-12,5724,Interpgm - Postage,1000,Instruction,3655,3000,0,655
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,1105,Teachers Salaries,1000,Instruction,77892.68,92648.84,0,-14756.16
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,1150,Teachers Substitutes,1000,Instruction,8390.96,11921.19,0,-3530.23
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,1305,"Supv, Admin, Instr Coaches Sal",2710,"Sch Admin,principals",114362.4,114362.4,0,0
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,2405,Clerical Salaries,2700,Schl Administration,-23604.4,15353.27,0,-38957.67
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3101,STRS Certificated,1000,Instruction,20830.31,16365.67,0,4464.64
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3101,STRS Certificated,2710,"Sch Admin,principals",18528.7,18528.7,0,0
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3102,STRS Classified,2700,Schl Administration,2102,2101.48,0,0.52
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3202,PERS Classified,2700,Schl Administration,10537,441.62,0,10095.38
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3301,Social Security Certificated,2710,"Sch Admin,principals",35,34.1,0,0.9
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3302,Social Security Classified,2700,Schl Administration,3577.44,149.06,0,3428.38
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3321,Medicare Certificated,1000,Instruction,1918.1,1516.19,0,401.91
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3321,Medicare Certificated,2710,"Sch Admin,principals",1659,1658.28,0,0.72
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3322,Medicare Classified,2700,Schl Administration,1024,222.02,0,801.98
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3401,Health & Welfare Certificated,1000,Instruction,6370.68,17001.31,0,-10630.63
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3401,Health & Welfare Certificated,2710,"Sch Admin,principals",21217,21216.48,0,0.52
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3402,Health & Welfare Classified,2700,Schl Administration,-42459.97,4016.39,0,-46476.36
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3501,St Unemploy Ins Certificated,1000,Instruction,67.14,52.32,0,14.82
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3501,St Unemploy Ins Certificated,2710,"Sch Admin,principals",58,57.24,0,0.76
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3502,St Unemploy Ins Classified,2700,Schl Administration,35.72,7.66,0,28.06
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3601,Workers Comp Certificated,1000,Instruction,7921.13,6274.2,0,1646.93
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3601,Workers Comp Certificated,2710,"Sch Admin,principals",6861.72,6861.72,0,0
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3602,Workers Comp Classified,2700,Schl Administration,4296,921.18,0,3374.82
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3901,Other Benefits Certificated,1000,Instruction,153,151.06,0,1.94
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3901,Other Benefits Certificated,2710,"Sch Admin,principals",199,198.84,0,0.16
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,3902,Other Benefits Classified,2700,Schl Administration,4252,201.44,0,4050.56
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,4310,School Office Supplies,1000,Instruction,9347.61,9299.09,0,48.52
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,5515,Disposal Services,8213,Utilities,20595,7321.31,0,13273.69
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,5517,Recycling,8213,Utilities,1826,2700.17,0,-874.17
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,5520,Gas-heating-electricity,8213,Utilities,28440,23007.67,0,5432.33
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,5555,Water/sewage,8213,Utilities,24596,16262.49,0,8333.51
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,5703,Intprgm-centrl Paid Counselors,1000,Instruction,51732,51732,0,0
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,5721,Interprogram - Custodial,8213,Utilities,73185,73185,0,0
10,General Fund,0,General Purpose-unrestricted,333,Community Day School,5825,Consultants,1000,Instruction,50328.39,50328,0,0.39
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,1105,Teachers Salaries,1000,Instruction,810606.16,754547.9,0,56058.26
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,1119,Teacher On Spec Assin School,1000,Instruction,193878.57,191054.06,0,2824.51
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,1120,Teachers Salaries Stipends,1000,Instruction,21773.63,23904.11,0,-2130.48
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,1150,Teachers Substitutes,1000,Instruction,27516,19003.98,0,8512.02
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,1305,"Supv, Admin, Instr Coaches Sal",2700,Schl Administration,117054.24,117054.24,0,0
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,1305,"Supv, Admin, Instr Coaches Sal",2710,"Sch Admin,principals",139540.56,135970.92,0,3569.64
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,1305,"Supv, Admin, Instr Coaches Sal",2711,"Asst Principals, Schl Admin",128608.92,128608.92,0,0
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,2205,Classsuppt Salaries,2490,Other Instructional Resources,27089.65,27567.49,0,-477.84
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,2405,Clerical Salaries,2490,Other Instructional Resources,10502.6,10691.65,0,-189.05
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,2405,Clerical Salaries,2700,Schl Administration,126877.96,132377.68,0,-5499.72
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3101,STRS Certificated,1000,Instruction,168537.21,160302.59,0,8234.62
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3101,STRS Certificated,2700,Schl Administration,18975.08,18975.08,0,0
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3101,STRS Certificated,2710,"Sch Admin,principals",17032.28,16454.4,0,577.88
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3101,STRS Certificated,2711,"Asst Principals, Schl Admin",20937.48,20937.48,0,0
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3102,STRS Classified,2700,Schl Administration,1714.08,1714.08,0,0
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3201,PERS Certificated,1000,Instruction,23,22.16,0,0.84
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3202,PERS Classified,2490,Other Instructional Resources,6744.43,6864.89,0,-120.46
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3202,PERS Classified,2700,Schl Administration,20945.13,21288.91,0,-343.78
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3301,Social Security Certificated,1000,Instruction,104.6,105.06,0,-0.46
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3301,Social Security Certificated,2700,Schl Administration,31,31,0,0
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3301,Social Security Certificated,2710,"Sch Admin,principals",2131.03,2130.94,0,0.09
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3302,Social Security Classified,2490,Other Instructional Resources,2330.64,2371.99,0,-41.35
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3302,Social Security Classified,2700,Schl Administration,7213.53,7554.52,0,-340.99
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3321,Medicare Certificated,1000,Instruction,15406.56,14315.26,0,1091.3
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3321,Medicare Certificated,2700,Schl Administration,1698,1697.26,0,0.74
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3321,Medicare Certificated,2710,"Sch Admin,principals",2024,1971.55,0,52.45
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3321,Medicare Certificated,2711,"Asst Principals, Schl Admin",1865,1864.8,0,0.2
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3322,Medicare Classified,2490,Other Instructional Resources,545.82,554.72,0,-8.9
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3322,Medicare Classified,2700,Schl Administration,1839.69,1919.44,0,-79.75
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3341,PARS Certificated,1000,Instruction,11,10.4,0,0.6
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3401,Health & Welfare Certificated,1000,Instruction,181515.59,178752.84,0,2762.75
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3401,Health & Welfare Certificated,2700,Schl Administration,6579,6578.1,0,0.9
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3401,Health & Welfare Certificated,2710,"Sch Admin,principals",21286,21285.6,0,0.4
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3401,Health & Welfare Certificated,2711,"Asst Principals, Schl Admin",15479.7,15478.92,0,0.78
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3402,Health & Welfare Classified,2490,Other Instructional Resources,16883.41,16883.41,0,0
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3402,Health & Welfare Classified,2700,Schl Administration,29986.8,29986.8,0,0
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3501,St Unemploy Ins Certificated,1000,Instruction,532.88,494.37,0,38.51
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3501,St Unemploy Ins Certificated,2700,Schl Administration,59,58.53,0,0.47
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3501,St Unemploy Ins Certificated,2710,"Sch Admin,principals",70,67.98,0,2.02
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3501,St Unemploy Ins Certificated,2711,"Asst Principals, Schl Admin",65,64.32,0,0.68
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3502,St Unemploy Ins Classified,2490,Other Instructional Resources,19.58,19.13,0,0.45
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3502,St Unemploy Ins Classified,2700,Schl Administration,63.43,66.18,0,-2.75
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3601,Workers Comp Certificated,1000,Instruction,63350.78,59290.87,0,4059.91
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3601,Workers Comp Certificated,2700,Schl Administration,7023.24,7023.24,0,0
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3601,Workers Comp Certificated,2710,"Sch Admin,principals",8372.45,8158.27,0,214.18
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3601,Workers Comp Certificated,2711,"Asst Principals, Schl Admin",7716.48,7716.48,0,0
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3602,Workers Comp Classified,2490,Other Instructional Resources,2256.39,2295.56,0,-39.17
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3602,Workers Comp Classified,2700,Schl Administration,7612.85,7942.82,0,-329.97
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3901,Other Benefits Certificated,1000,Instruction,2001.99,1844.33,0,157.66
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3901,Other Benefits Certificated,2700,Schl Administration,170,169.28,0,0.72
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3901,Other Benefits Certificated,2710,"Sch Admin,principals",189,183.07,0,5.93
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3901,Other Benefits Certificated,2711,"Asst Principals, Schl Admin",219.48,219.48,0,0
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3902,Other Benefits Classified,2490,Other Instructional Resources,107.81,107.79,0,0.02
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,3902,Other Benefits Classified,2700,Schl Administration,4232,4224.28,0,7.72
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,4200,Books-other Than Textbooks,1000,Instruction,4239.25,4197.66,0,41.59
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,4304,Classroom Supplies,1000,Instruction,622.73,622.73,0,0
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,4310,School Office Supplies,1000,Instruction,26954.33,17598.81,0,9355.52
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,4311,Meeting Refreshments,1000,Instruction,2607.43,2129.74,0,477.69
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,4340,I.d. Badges,1000,Instruction,4779.5,4779.5,0,0
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,4380,Uniforms,1000,Instruction,12999.73,12999.73,0,0
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,4432,"Furniture < $5,000",1000,Instruction,15790.19,15789.9,0,0.29
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,5220,Conference  Expense,1000,Instruction,0,-805,0,805
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,5300,Dues & Memberships,1000,Instruction,3983,4140.88,0,-157.88
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,5515,Disposal Services,8213,Utilities,14364,17984.45,0,-3620.45
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,5517,Recycling,8213,Utilities,1554,2271.12,0,-717.12
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,5520,Gas-heating-electricity,8213,Utilities,79744,69697.49,0,10046.51
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,5555,Water/sewage,8213,Utilities,9638,10822.36,0,-1184.36
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,5610,Equip Maintenance Agreemt,1000,Instruction,7644.2,7639.58,0,4.62
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,5624,Rentals - Facility,1000,Instruction,3425,3425,0,0
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,5703,Intprgm-centrl Paid Counselors,1000,Instruction,102899,102899,0,0
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,5720,Interpgm - Maint Work Orders,1000,Instruction,700,700,0,0
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,5721,Interprogram - Custodial,8212,Custodians,164666,164666,0,0
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,5724,Interpgm - Postage,1000,Instruction,3000,3000,0,0
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,5826,External Work Order Services,1000,Instruction,7580.7,2480.7,0,5100
10,General Fund,0,General Purpose-unrestricted,335,Life Academy,5829,Admission  Fees,1000,Instruction,1220,1220,0,0
10,General Fund,0,General Purpose-unrestricted,338,Metwest,1105,Teachers Salaries,1000,Instruction,155629.86,152092.63,0,3537.23
10,General Fund,0,General Purpose-unrestricted,338,Metwest,1119,Teacher On Spec Assin School,1000,Instruction,193941.82,221058.11,0,-27116.29
10,General Fund,0,General Purpose-unrestricted,338,Metwest,1120,Teachers Salaries Stipends,1000,Instruction,14800,13118.77,0,1681.23
10,General Fund,0,General Purpose-unrestricted,338,Metwest,1150,Teachers Substitutes,1000,Instruction,12339,15497.86,0,-3158.86
10,General Fund,0,General Purpose-unrestricted,338,Metwest,1305,"Supv, Admin, Instr Coaches Sal",2711,"Asst Principals, Schl Admin",114362.16,114362.16,0,0
10,General Fund,0,General Purpose-unrestricted,338,Metwest,2205,Classsuppt Salaries,2490,Other Instructional Resources,27580.02,28057.86,0,-477.84
10,General Fund,0,General Purpose-unrestricted,338,Metwest,2405,Clerical Salaries,2700,Schl Administration,53969.76,54765.72,0,-795.96
10,General Fund,0,General Purpose-unrestricted,338,Metwest,2425,Clerical Salaries Overtime,2490,Other Instructional Resources,3253.22,1498.17,0,1755.05
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3101,STRS Certificated,1000,Instruction,73020.89,62178.52,0,10842.37
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3101,STRS Certificated,2711,"Asst Principals, Schl Admin",18528.69,18528.69,0,0
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3102,STRS Classified,2490,Other Instructional Resources,651,0,0,651
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3201,PERS Certificated,1000,Instruction,2799.1,2733.29,0,65.81
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3202,PERS Classified,2490,Other Instructional Resources,5076.06,5156.56,0,-80.5
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3202,PERS Classified,2700,Schl Administration,9692.04,9835.81,0,-143.77
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3301,Social Security Certificated,1000,Instruction,1075.8,1060.66,0,15.14
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3302,Social Security Classified,2490,Other Instructional Resources,1802.9,1832.42,0,-29.52
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3302,Social Security Classified,2700,Schl Administration,3346.08,3395.43,0,-49.35
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3321,Medicare Certificated,1000,Instruction,6780.39,5817.08,0,963.31
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3321,Medicare Certificated,2711,"Asst Principals, Schl Admin",1638,1638,0,0
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3322,Medicare Classified,2490,Other Instructional Resources,457.9,428.55,0,29.35
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3322,Medicare Classified,2700,Schl Administration,783,794.1,0,-11.1
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3341,PARS Certificated,1000,Instruction,56,60.79,0,-4.79
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3401,Health & Welfare Certificated,1000,Instruction,52510.72,78513.48,0,-26002.76
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3401,Health & Welfare Certificated,2700,Schl Administration,5620,0,0,5620
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3401,Health & Welfare Certificated,2711,"Asst Principals, Schl Admin",21217,21216.48,0,0.52
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3402,Health & Welfare Classified,2490,Other Instructional Resources,22093.2,22093.2,0,0
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3402,Health & Welfare Classified,2700,Schl Administration,7893.6,7893.6,0,0
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3501,St Unemploy Ins Certificated,1000,Instruction,236.18,200.88,0,35.3
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3501,St Unemploy Ins Certificated,2711,"Asst Principals, Schl Admin",58,57.24,0,0.76
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3502,St Unemploy Ins Classified,2490,Other Instructional Resources,17.8,14.79,0,3.01
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3502,St Unemploy Ins Classified,2700,Schl Administration,28,27.44,0,0.56
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3601,Workers Comp Certificated,1000,Instruction,28086.53,24106,0,3980.53
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3601,Workers Comp Certificated,2711,"Asst Principals, Schl Admin",6861.72,6861.72,0,0
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3602,Workers Comp Classified,2490,Other Instructional Resources,1894.81,1773.36,0,121.45
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3602,Workers Comp Classified,2700,Schl Administration,3239,3285.92,0,-46.92
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3901,Other Benefits Certificated,1000,Instruction,872,733.07,0,138.93
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3901,Other Benefits Certificated,2711,"Asst Principals, Schl Admin",198.84,198.84,0,0
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3902,Other Benefits Classified,2490,Other Instructional Resources,152.23,151.81,0,0.42
10,General Fund,0,General Purpose-unrestricted,338,Metwest,3902,Other Benefits Classified,2700,Schl Administration,3889.59,3889.36,0,0.23
10,General Fund,0,General Purpose-unrestricted,338,Metwest,4100,Textbooks,1000,Instruction,21,0,0,21
10,General Fund,0,General Purpose-unrestricted,338,Metwest,4310,School Office Supplies,1000,Instruction,31307.48,34011.15,0,-2703.67
10,General Fund,0,General Purpose-unrestricted,338,Metwest,4318,Central Office Supplies,1000,Instruction,31903.47,36367.47,0,-4464
10,General Fund,0,General Purpose-unrestricted,338,Metwest,4410,"Equipment < $5,000",1000,Instruction,2500,2402.42,0,97.58
10,General Fund,0,General Purpose-unrestricted,338,Metwest,5210,Mileage/personal Exp Reimb,1000,Instruction,2000,392.54,0,1607.46
10,General Fund,0,General Purpose-unrestricted,338,Metwest,5300,Dues & Memberships,1000,Instruction,4934,3260,0,1674
10,General Fund,0,General Purpose-unrestricted,338,Metwest,5515,Disposal Services,8213,Utilities,7648,15551.49,0,-7903.49
10,General Fund,0,General Purpose-unrestricted,338,Metwest,5517,Recycling,8213,Utilities,1467,2933.9,0,-1466.9
10,General Fund,0,General Purpose-unrestricted,338,Metwest,5520,Gas-heating-electricity,8213,Utilities,9199,74319.13,0,-65120.13
10,General Fund,0,General Purpose-unrestricted,338,Metwest,5555,Water/sewage,8213,Utilities,2606,4976.09,0,-2370.09
10,General Fund,0,General Purpose-unrestricted,338,Metwest,5622,Rentals - Equipment,1000,Instruction,300,0,0,300
10,General Fund,0,General Purpose-unrestricted,338,Metwest,5624,Rentals - Facility,1000,Instruction,2366,2150,0,216
10,General Fund,0,General Purpose-unrestricted,338,Metwest,5703,Intprgm-centrl Paid Counselors,1000,Instruction,51449,51449,0,0
10,General Fund,0,General Purpose-unrestricted,338,Metwest,5720,Interpgm - Maint Work Orders,1000,Instruction,300,300,0,0
10,General Fund,0,General Purpose-unrestricted,338,Metwest,5721,Interprogram - Custodial,8212,Custodians,168326,168326,0,0
